playerID,gameID,contextStructure,setId,setReplicate,phase,order,image,label,cell,top,bottom,text,shownAt,submittedAt,rt_sec,autoSubmitted
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,0,339_311.png,K11,entirely_held_out,339,311,This shape has a small white triangle in the center (inside of the surface) and four rigid points pointing upwards. It looks like chevron lines in a way without being separated into their own diamonds based on the cut outs of the shapes,1787695397775,1787695457778,60.003,TRUE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,1,398_345.png,J10,entirely_held_out,398,345,"This looks like it was previously a triangle, but a dinosaur took a bite out of the bottom of it (longest part), leaking the rigid-ness on the shape.",1787695457780,1787695488141,30.361,FALSE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,2,258_353.png,I9,entirely_held_out,258,353,"Someone added a rectangle, then added two triangles underneath the rectangle on opposite sides so that their surfaces/straight sections are touching. Then they put a square on top, followed by a rectangle, stacked a triangle, another triangle facing the other direction, and lastly, a rectangle was placed on top of the stack of shapes in black.",1787695488145,1787695548147,60.002,TRUE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,3,128_342.png,C3,trained_distribution,128,342,"There are three main horizontal elements if you break them into three (one looks like a boat with a little triangle in the middle), one looks like a cfrown, and one is two triangles connected by a square. I",1787695548150,1787695601279,53.129,FALSE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,4,186_349.png,D4,trained_distribution,186,349,This shape looks like the nose of Santa and the beard.,1787695601284,1787695611758,10.474,FALSE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,5,10_15.png,A1,trained_distribution,10,15,This looks like a piece of candy with only part of the wrapper showing on each side.,1787695611764,1787695622816,11.052,FALSE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,6,421_7.png,B2,trained_distribution,421,7,An apron with a flap for someone to have added pockets.,1787695622822,1787695631699,8.877,FALSE
01M0XEQNJ9809PHWDZ742E11VG,01M0XEBJH60M51NVP8EGS7231S,noncomp,2,0,pretest,7,78_152.png,L12,entirely_held_out,78,152,This looksl ike a sword that was broken after beineg pulled outr of the stone,1787695631705,1787695645224,13.519,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,0,10_15.png,A1,trained_distribution,10,15,it looks like a greek vase,1787695438091,1787695450977,12.886,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,1,339_311.png,K11,entirely_held_out,339,311,it looks like mountains,1787695450979,1787695461990,11.011,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,2,398_345.png,J10,entirely_held_out,398,345,it looks like a dragon with its head looking to the right,1787695461992,1787695488658,26.666,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,3,186_349.png,D4,trained_distribution,186,349,it is a rectangle on top of what looks like a body,1787695488659,1787695518399,29.74,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,4,128_342.png,C3,trained_distribution,128,342,it looks like a chicken,1787695518400,1787695532945,14.545,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,5,78_152.png,L12,entirely_held_out,78,152,it looks like something from alice and wonderland,1787695532946,1787695555762,22.816,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,6,421_7.png,B2,trained_distribution,421,7,if the other shape was moved away it would have a y behind it,1787695555763,1787695575600,19.837,FALSE
01M0XEQS1Y61NYBS2B9X56Y7HM,01M0XEBKS2G948HDY26TVYK1X9,noncomp,2,0,pretest,7,258_353.png,I9,entirely_held_out,258,353,"two spikes coming off it, looks like its on a stand almost like mew england patriots head",1787695575602,1787695619639,44.037,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,0,348_441.png,B2,novel_combination,348,441,It is spikey on top and there is a triangle in the bottom left which is almost disconnected for the main part of the shape.,1787695223395,1787695259827,36.432,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,1,202_464.png,C4,trained_distribution,202,464,"There is a big blocky bit on the right with a rectangle jutting out from the left of it with triangles coming out the top and bottom, mirrored symmetrically on the top and bottom",1787695259829,1787695314523,54.694,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,2,33_60.png,J10,entirely_held_out,33,60,There is a big triangle on the right with some blocky stuff jutting out from the bottom of the triangle on the left,1787695314525,1787695351179,36.654,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,3,20_314.png,D1,trained_distribution,20,314,There are 3 triangles sticking out of the left of the shape and a big block on the right,1787695351181,1787695384456,33.275,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,4,66_138.png,A5,familiar_top_novel_bottom,66,138,"there is a diamond on the left of the shape that is almost disconnected from the main shape, which, from left to right, begins rectangular then goes kinda triangular then rectangular with a point at the end",1787695384458,1787695443235,58.777,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,5,250_441.png,F2,novel_top_familiar_bottom,250,441,"There is a long, tall rectangle on the right and a triangle in the bottom left",1787695443236,1787695466992,23.756,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,6,202_24.png,C3,novel_combination,202,24,"There is a hole in the middle, two triangles sticking out from the left and the shape is almost square",1787695466994,1787695498410,31.416,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,7,261_161.png,L12,entirely_held_out,261,161,"It kind of looks like a man walking out of a door, the man is on the right and has a diamond head, the door is a long, tall rectangle which has another rectangle jutting out of its left side with a triangle on top",1787695498413,1787695554055,55.642,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,8,20_464.png,D4,novel_combination,20,464,"It looks like a fish, there is a kind of octagon on the right with a rectangle coming out the left side with triangles on the top and bottom like fins",1787695554056,1787695608272,54.216,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,9,66_314.png,A1,novel_combination,66,314,Very spikey and triangular on the left side and kind of a chevron on the right side,1787695608274,1787695634971,26.697,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,10,467_218.png,K11,entirely_held_out,467,218,"There is a parallelogram on the left that is almost disconnected, there is almost a square in the bottom right and a spikey rectangle in the middle",1787695634973,1787695673492,38.519,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,11,202_76.png,C7,familiar_top_novel_bottom,202,76,"It kind of looks like the mind flayer from stranger things on the left, idk if that helps but then there's a big blocky r shaped thing on the right",1787695673494,1787695722961,49.467,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,12,348_24.png,B3,trained_distribution,348,24,On the left there is something like looks like a barn on its side with a hole in the front and then on the right it looks like the titanic sinking,1787695722964,1787695762455,39.491,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,13,20_63.png,D8,familiar_top_novel_bottom,20,63,There is almost a triangle on its side but it has a kind of trapezoid bottom and it has a triangle cut out in the middle,1787695762457,1787695799042,36.585,FALSE
01M0XEQXM9M74Y1X1MWHARYCDC,01M0XEBFYW1G5QWYVD4F1CEJQ3,comp-between,1,0,pretest,14,66_441.png,A2,trained_distribution,66,441,"Triangle bottom left, spikes on top, sideways barn on the right",1787695799044,1787695819963,20.919,FALSE
