playerID,gameID,contextStructure,setId,setReplicate,phase,order,image,label,cell,top,bottom,text,shownAt,submittedAt,rt_sec,autoSubmitted
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,0,271_60.png,A1,novel_combination,271,60,three vertical triangles facing the left side with somewhat of an anvil shape on the right side,1788374323032,1788374366353,43.321,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,1,322_244.png,B3,trained_distribution,322,244,floating island with a diamond on the right and mountains on the left,1788374366367,1788374383714,17.347,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,2,202_368.png,I9,entirely_held_out,202,368,triangle on the right face in towards a big shape on the left,1788374383718,1788374402975,19.257,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,3,445_116.png,C4,trained_distribution,445,116,mouse looking figure facing to the left with on eye close to the bottom left of the screen,1788374402978,1788374432916,29.938,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,4,14_206.png,K11,entirely_held_out,14,206,camera with its bottom part facing to the left while the lens is facing upwards,1788374432920,1788374452326,19.406,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,5,80_60.png,E1,novel_top_familiar_bottom,80,60,abstract black image that looks to have a boomarang on the left and an arm holding it on the right,1788374452330,1788374500163,47.833,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,6,271_421.png,A2,trained_distribution,271,421,sideways castle facing the lefthand side,1788374500167,1788374522637,22.47,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,7,274_244.png,G3,novel_top_familiar_bottom,274,244,floating island with a diamond on the right and a slide shaped image on the left,1788374522641,1788374550708,28.067,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,8,371_458.png,D8,familiar_top_novel_bottom,371,458,legs climbing up a ramp from the right to the left,1788374550712,1788374571657,20.945,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,9,245_116.png,H4,novel_top_familiar_bottom,245,116,person facing downwards with a piece of their head missing from the top,1788374571661,1788374590580,18.919,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,10,417_469.png,J10,entirely_held_out,417,469,diamond on the left side with a wrench on the top right side of the image,1788374590584,1788374617011,26.427,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,11,322_421.png,B2,novel_combination,322,421,crown in the top left corner that and an L shape on the right side,1788374617014,1788374642692,25.678,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,12,445_244.png,C3,novel_combination,445,244,floating island with a diamond on the right side and on the left is an abstract image of a key,1788374642695,1788374697679,54.984,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,13,371_60.png,D1,trained_distribution,371,60,image of an abstract looking cat with a long snout,1788374697683,1788374708604,10.921,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,14,271_98.png,A5,familiar_top_novel_bottom,271,98,three mountains that are sideways facing the left with a path leading up to them,1788374708608,1788374736280,27.672,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,15,32_157.png,L12,entirely_held_out,32,157,2 diamonds and an abstract rombus,1788374736284,1788374750389,14.105,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,16,280_421.png,F2,novel_top_familiar_bottom,280,421,arrow pointing to the left connecting to a diamond and an L on the right,1788374750393,1788374772995,22.602,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,17,445_73.png,C7,familiar_top_novel_bottom,445,73,"abstract cat that is turned sideways with its ears facing to the left side of the image, has one white eye",1788374772999,1788374798660,25.661,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,18,371_116.png,D4,novel_combination,371,116,ramp leading into a T in a diamond,1788374798664,1788374814711,16.047,FALSE
01M1HP9ADQT2DX2ZE8GFRT1BS4,01M1HNZFMHJVBG3FH9MYVSDQDF,comp-within,3,0,pretest,19,322_112.png,B6,familiar_top_novel_bottom,322,112,abstract sword with its handle starting on the righthand side,1788374814715,1788374832173,17.458,FALSE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,0,146_86.png,D4,trained_distribution,146,86,,1788374844714,1788374904721,60.007,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,1,309_121.png,K11,entirely_held_out,309,121,,1788374904722,1788374964727,60.005,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,2,373_282.png,J10,entirely_held_out,373,282,bottom arrow pointing up and down,1788374964731,1788375024746,60.015,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,3,218_181.png,B2,trained_distribution,218,181,,1788375024751,1788375084754,60.003,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,4,202_318.png,A1,trained_distribution,202,318,shape 5 hint,1788375084756,1788375129730,44.974,FALSE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,5,338_349.png,L12,entirely_held_out,338,349,,1788375129737,1788375189754,60.017,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,6,188_173.png,C3,trained_distribution,188,173,,1788375189758,1788375249761,60.003,TRUE
01M1HPFBMJRGKDJM0Z3BW7QWTC,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,7,294_68.png,I9,entirely_held_out,294,68,,1788375249764,1788375309767,60.003,TRUE
01M1HPGH2ANZEVSJ1JAX6F81R8,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,0,309_121.png,K11,entirely_held_out,309,121,on top it appears to be razor sharp points pointing upward,1788374817032,1788374877048,60.016,TRUE
01M1HPGH2ANZEVSJ1JAX6F81R8,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,1,218_181.png,B2,trained_distribution,218,181,a cup,1788374877056,1788374937062,60.006,TRUE
01M1HPGH2ANZEVSJ1JAX6F81R8,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,noncomp,4,0,pretest,2,188_173.png,C3,trained_distribution,188,173,"2 arrows pointing outwards on the bottom, a diamond above it, 2 triangles above it, a leaning chair at the top",1788374937065,1788374997072,60.007,TRUE
